,label,N,P,K,ph,temperature,humidity,rainfall
758,Drumstick â€“ moringa,40,20,10,6.34,21.49118657,93.43949693,101.4819888
759,Drumstick â€“ moringa,40,20,10,6.32,25.34756111,93.02871078,174.4012337
760,Fava beans (Papdi - Val),90,125,60,5,20.27774362,82.89408619,241.9741949
761,Fava beans (Papdi - Val),90,125,60,5.02,18.47891261,62.69503871,65.43835393
762,Fava beans (Papdi - Val),90,125,60,5.04,19.02061277,17.13159126,79.92698081
763,Fava beans (Papdi - Val),90,125,60,5.06,18.59190771,14.77959596,89.60982451
764,Fava beans (Papdi - Val),90,125,60,5.08,20.10993761,23.22323766,73.36386477
765,Fava beans (Papdi - Val),90,125,60,5.1,19.24462755,50.54495302,180.6465282
766,Fava beans (Papdi - Val),90,125,60,5.12,30.43683729,55.20522037,30.92014047
767,Fava beans (Papdi - Val),90,125,60,5.14,27.93034941,85.42058715,43.25095608
768,Fava beans (Papdi - Val),90,125,60,5.16,27.24766491,66.10123083,62.31842057
769,Fava beans (Papdi - Val),90,125,60,5.18,19.55750776,64.45268309,53.04669416
770,Fava beans (Papdi - Val),90,125,60,4.98,21.92513945,94.46485312,111.7162016
771,Fava beans (Papdi - Val),90,125,60,4.96,26.47522633,78.51833782,113.1161095
772,Fava beans (Papdi - Val),90,125,60,4.94,32.26935342,53.56092806,95.94035356
773,Fava beans (Papdi - Val),90,125,60,4.92,29.67229086,83.71498986,66.48490371
774,Fava beans (Papdi - Val),90,125,60,4.9,24.37190239,81.2514818,44.20899581
775,Fava beans (Papdi - Val),90,125,60,4.88,29.93061247,93.22980899,24.34814338
776,Fava beans (Papdi - Val),90,125,60,4.86,23.64142354,93.74461474,116.6912176
777,Fava beans (Papdi - Val),90,125,60,4.84,16.39624284,92.18151927,102.944161
778,Fava beans (Papdi - Val),90,125,60,4.82,25.62446619,93.18240298,97.26336657
779,Fenugreek Leaf(methi),30,25,40,6,24.958779,84.47963372,196.9560008
780,Fenugreek Leaf(methi),30,25,40,6.02,25.37548751,57.21025565,101.7004306
781,Fenugreek Leaf(methi),30,25,40,6.04,18.65054116,17.80852431,77.92798682
782,Fenugreek Leaf(methi),30,25,40,6.06,20.53052663,18.09224048,120.4509288
783,Fenugreek Leaf(methi),30,25,40,6.08,34.53823889,39.04468913,168.5948318
784,Fenugreek Leaf(methi),30,25,40,6.1,30.06142622,45.90067655,41.0550915
785,Fenugreek Leaf(methi),30,25,40,6.12,28.6899851,87.50436797,44.56598352
786,Fenugreek Leaf(methi),30,25,40,6.14,30.28496619,61.69295127,65.62859526
787,Fenugreek Leaf(methi),30,25,40,6.16,27.41434987,63.41785982,44.43177543
788,Fenugreek Leaf(methi),30,25,40,6.18,23.71028128,89.61794165,105.6499907
789,Fenugreek Leaf(methi),30,25,40,5.98,25.94019018,78.3422098,119.84797
790,Fenugreek Leaf(methi),30,25,40,5.96,27.69637763,48.5622488,89.85646496
791,Fenugreek Leaf(methi),30,25,40,5.94,39.70772192,82.68593454,74.91506217
792,Fenugreek Leaf(methi),30,25,40,5.92,25.96534238,89.77076659,59.46338556
793,Fenugreek Leaf(methi),30,25,40,5.9,29.91690582,94.55695552,28.16057247
794,Fenugreek Leaf(methi),30,25,40,5.88,23.8494014,94.34814995,114.0512495
795,Fenugreek Leaf(methi),30,25,40,5.86,23.65167552,94.50528753,115.3611268
796,Fenugreek Leaf(methi),30,25,40,5.84,32.71748548,90.54608254,113.328978
797,Fenugreek Leaf(methi),30,25,40,5.82,36.56769731,93.79503425,104.4218596
798,Figs,20,60,20,5,21.32376327,83.00320459,192.3197536
799,Figs,20,60,20,5.02,19.20129357,68.30578978,87.85092352
800,Figs,20,60,20,5.04,20.02381489,16.63294455,68.97806542
801,Figs,20,60,20,5.06,15.33042636,24.91506728,135.3315583
802,Figs,20,60,20,5.08,34.87248659,38.83786012,148.2502786
803,Figs,20,60,20,5.1,27.06179658,52.3003173,60.74583498
804,Figs,20,60,20,5.12,27.73329078,81.13903037,44.17580911
805,Figs,20,60,20,5.14,27.54384835,69.3478631,69.40878198
806,Figs,20,60,20,5.16,25.17885316,68.93307305,35.03484812
807,Figs,20,60,20,5.18,19.66329768,87.95158129,106.0380805
808,Figs,20,60,20,4.98,27.53911354,77.25629897,110.3262123
809,Figs,20,60,20,4.96,32.38697531,53.2328243,90.21633216
810,Figs,20,60,20,4.94,25.11108456,83.25447587,73.01026829
811,Figs,20,60,20,4.92,26.1793464,86.52258079,49.43050977
812,Figs,20,60,20,4.9,28.91105641,90.78413842,23.44398467
813,Figs,20,60,20,4.88,21.12152071,90.6878768,102.8017203
814,Figs,20,60,20,4.86,33.23453301,91.06053924,115.7659902
815,Figs,20,60,20,4.84,43.30204933,92.83405443,110.562229
816,Figs,20,60,20,4.82,29.12859129,91.30924833,157.2388553
817,French Beans(Farasbi),90,125,60,5,22.70883798,82.63941394,271.3248604
818,French Beans(Farasbi),90,125,60,5.02,19.97215954,57.68272924,60.65171481
819,French Beans(Farasbi),90,125,60,5.04,17.02498456,16.98861173,88.55123143
820,French Beans(Farasbi),90,125,60,5.06,18.89780215,19.76182946,69.09512477
821,French Beans(Farasbi),90,125,60,5.08,18.31357543,24.32991649,76.14153904
822,French Beans(Farasbi),90,125,60,5.1,19.25100056,47.70351758,149.063196
823,French Beans(Farasbi),90,125,60,5.12,30.39321309,60.16299493,35.37493212
824,French Beans(Farasbi),90,125,60,5.14,27.38538997,88.66663953,58.29933073
825,French Beans(Farasbi),90,125,60,5.16,28.75751783,61.02701476,73.37686831
826,French Beans(Farasbi),90,125,60,5.18,26.7230014,62.96841833,42.87274897
827,French Beans(Farasbi),90,125,60,4.98,24.72235539,88.87651295,112.1926517
828,French Beans(Farasbi),90,125,60,4.96,29.44795403,78.34971537,96.45042585
829,French Beans(Farasbi),90,125,60,4.94,31.66524687,51.98594645,89.98024312
830,French Beans(Farasbi),90,125,60,4.92,24.57558351,80.70695797,69.706113
831,French Beans(Farasbi),90,125,60,4.9,24.41592661,89.39655519,40.32161859
832,French Beans(Farasbi),90,125,60,4.88,29.82729394,90.79007335,22.84203589
833,French Beans(Farasbi),90,125,60,4.86,23.83053666,90.84422164,109.5966791
834,French Beans(Farasbi),90,125,60,4.84,23.01014302,91.11764246,112.6738296
835,French Beans(Farasbi),90,125,60,4.82,41.04224355,91.37258067,181.527598
836,Garcinia indica(kokam),40,25,50,4.2,23.85724032,82.22572988,195.0948311
837,Garcinia indica(kokam),40,25,50,4.22,19.28889933,65.47050802,71.3195307
838,Garcinia indica(kokam),40,25,50,4.24,19.45339934,18.23490739,75.6317566
839,Garcinia indica(kokam),40,25,50,4.26,15.53834801,23.75560241,107.3850593
840,Garcinia indica(kokam),40,25,50,4.28,34.93174223,30.40046769,159.2649827
841,Garcinia indica(kokam),40,25,50,4.3,28.50677929,45.20094476,66.1761456
842,Garcinia indica(kokam),40,25,50,4.32,28.60901145,86.99495766,36.94616965
843,Garcinia indica(kokam),40,25,50,4.34,33.86351172,68.59232289,69.24464096
844,Garcinia indica(kokam),40,25,50,4.36,25.13163619,66.92642362,49.04015558
845,Garcinia indica(kokam),40,25,50,4.38,23.20242586,91.19442671,109.0946323
846,Garcinia indica(kokam),40,25,50,4.18,25.13686519,84.88394407,91.46442491
847,Garcinia indica(kokam),40,25,50,4.16,34.16438906,54.16482251,98.33351125
848,Garcinia indica(kokam),40,25,50,4.14,11.02105378,80.55557235,68.23963161
849,Garcinia indica(kokam),40,25,50,4.12,26.74550678,83.9195902,40.794305
850,Garcinia indica(kokam),40,25,50,4.1,28.52379742,92.09688432,29.86681385
851,Garcinia indica(kokam),40,25,50,4.08,22.02775403,92.96129462,121.1349176
852,Garcinia indica(kokam),40,25,50,4.06,29.47741671,91.57802915,111.1727497
853,Garcinia indica(kokam),40,25,50,4.04,42.39413392,90.79028064,88.46607497
854,Garcinia indica(kokam),40,25,50,4.02,37.03551903,91.79430166,188.5181422
855,Garlic,50,10,60,5.5,23.44676801,84.79352417,283.9338466
856,Garlic,50,10,60,5.52,20.27317074,63.91281869,62.50351892
857,Garlic,50,10,60,5.54,17.48504075,16.96070581,86.05078037
858,Garlic,50,10,60,5.56,23.46168338,23.22197648,95.84253438
859,Garlic,50,10,60,5.58,28.43430726,52.10010827,147.0414824
860,Garlic,50,10,60,5.6,25.5042419,61.66852372,65.07981523
861,Garlic,50,10,60,5.62,29.57329479,88.07505524,45.04467075
862,Garlic,50,10,60,5.64,34.89814946,63.59948557,64.72797143
863,Garlic,50,10,60,5.66,24.38041875,61.18458224,53.13946695
864,Garlic,50,10,60,5.68,18.47412402,89.68919664,108.4758509
865,Garlic,50,10,60,5.48,29.10403455,79.19588629,92.07835761
866,Garlic,50,10,60,5.46,31.20478173,54.49960506,94.62954663
867,Garlic,50,10,60,5.44,29.93707596,81.77713468,65.52279323
868,Garlic,50,10,60,5.42,26.79489868,89.64815231,57.74091817
869,Garlic,50,10,60,5.4,28.47090661,94.79453182,21.08484101
870,Garlic,50,10,60,5.38,21.37784654,92.72043743,106.1417017
871,Garlic,50,10,60,5.36,29.77149434,92.00719952,114.4161786
872,Garlic,50,10,60,5.34,42.92325255,90.07600528,196.2408242
873,Garlic,50,10,60,5.32,25.61294367,94.3138837,224.3206759
874,Ginger,40,50,20,5,25.2827223,80.54372813,220.1156708
875,Ginger,40,50,20,5.02,26.14384005,66.20569924,107.2361366
876,Ginger,40,50,20,5.04,19.46210401,18.72831993,68.81405149
877,Ginger,40,50,20,5.06,16.24469193,21.35793891,66.97053257
878,Ginger,40,50,20,5.08,18.72987676,61.33186249,139.8710041
879,Ginger,40,50,20,5.1,29.37687468,57.69622912,38.34303462
880,Ginger,40,50,20,5.12,28.88078945,86.94206817,53.79732545
881,Ginger,40,50,20,5.14,28.47442276,63.53604453,69.5274407
882,Ginger,40,50,20,5.16,23.97081395,62.35557553,53.40906048
883,Ginger,40,50,20,5.18,19.86173586,86.19740917,111.0217929
884,Ginger,40,50,20,4.98,28.98333432,82.95958244,109.022564
885,Ginger,40,50,20,4.96,35.38598705,51.42664176,90.29643888
886,Ginger,40,50,20,4.94,27.02766138,83.17093908,70.95666003
887,Ginger,40,50,20,4.92,24.6774157,82.75411437,57.05709413
888,Ginger,40,50,20,4.9,29.03157242,91.82172592,24.93861254
889,Ginger,40,50,20,4.88,22.76643029,92.12438519,120.4359949
890,Ginger,40,50,20,4.86,30.72119881,94.01331956,106.8118019
891,Ginger,40,50,20,4.84,26.26559543,90.79668055,59.49373381
892,Ginger,40,50,20,4.82,29.28725038,91.95614918,132.1491176
893,Gooseberry(Amla),20,50,20,4.5,24.63544858,80.41363018,253.7202781
894,Gooseberry(Amla),20,50,20,4.52,24.87502824,68.74248334,91.26056654
895,Gooseberry(Amla),20,50,20,4.54,17.17012591,17.30457712,72.78624223
896,Gooseberry(Amla),20,50,20,4.56,20.57341244,19.7520218,87.87869161
897,Gooseberry(Amla),20,50,20,4.58,30.97758716,32.24914235,180.716828
898,Gooseberry(Amla),20,50,20,4.6,28.61409059,57.14218792,57.02891698
899,Gooseberry(Amla),20,50,20,4.62,28.6362812,84.61431076,48.48319335
900,Gooseberry(Amla),20,50,20,4.64,34.9466155,65.26774011,70.1415139
901,Gooseberry(Amla),20,50,20,4.66,25.87990287,67.55109024,47.89645224
902,Gooseberry(Amla),20,50,20,4.68,20.13037175,89.31505137,107.3416913
903,Gooseberry(Amla),20,50,20,4.48,28.6956201,82.54195839,116.1616839
904,Gooseberry(Amla),20,50,20,4.46,31.85744939,45.53106268,91.55845821
905,Gooseberry(Amla),20,50,20,4.44,17.82803682,80.96093443,65.84748763
906,Gooseberry(Amla),20,50,20,4.42,26.49195283,80.04678201,57.72799157
907,Gooseberry(Amla),20,50,20,4.4,29.24908541,90.06998135,25.93496537
908,Gooseberry(Amla),20,50,20,4.38,23.41044706,91.69913296,116.0777931
909,Gooseberry(Amla),20,50,20,4.36,26.03097313,91.50819306,101.2847738
910,Gooseberry(Amla),20,50,20,4.34,21.35093384,90.9492967,107.0862095
911,Gooseberry(Amla),20,50,20,4.32,40.10207731,94.35110201,149.1199989
912,Grapes,20,125,200,4,21.84106875,80.72886384,202.3838319
913,Grapes,20,125,200,4.02,23.80546189,59.24537979,89.9622014
914,Grapes,20,125,200,4.04,19.71098332,17.63879418,85.57925437
915,Grapes,20,125,200,4.06,16.51783455,20.4555596,98.77794225
916,Grapes,20,125,200,4.08,19.63736208,32.31528909,176.4134092
917,Grapes,20,125,200,4.1,26.4908332,47.36534833,36.99362831
918,Grapes,20,125,200,4.12,28.07219563,82.9116472,49.61865305
919,Grapes,20,125,200,4.14,34.63880966,61.38597868,72.43169115
920,Grapes,20,125,200,4.16,27.4818649,62.04814951,37.81123974
921,Grapes,20,125,200,4.18,23.83185873,87.84034604,111.2232716
922,Grapes,20,125,200,3.98,28.65456263,79.28693687,102.4633775
923,Grapes,20,125,200,3.96,27.92063282,51.77965917,100.2585673
924,Grapes,20,125,200,3.94,12.80000387,81.20876367,67.10439401
925,Grapes,20,125,200,3.92,25.76402693,87.5931128,46.05122728
926,Grapes,20,125,200,3.9,29.05248036,93.92217834,23.66620626
927,Grapes,20,125,200,3.88,22.45696744,94.76285385,114.8407725
928,Grapes,20,125,200,3.86,24.85903405,94.39000473,111.7803734
929,Grapes,20,125,200,3.84,29.80744318,91.38048469,232.7046126
930,Grapes,20,125,200,3.82,28.38503882,99.18843684,189.6711349
931,Green Peas,40,35,55,6,21.58711777,82.7883708,276.6552459
932,Green Peas,40,35,55,6.02,18.87751445,65.76816093,94.76189431
933,Green Peas,40,35,55,6.04,20.99373558,19.33470387,93.55280105
934,Green Peas,40,35,55,6.06,19.32509638,23.3334788,104.7783947
935,Green Peas,40,35,55,6.08,21.0643684,55.46985938,184.6226709
936,Green Peas,40,35,55,6.1,27.32220619,51.27868781,36.5037914
937,Green Peas,40,35,55,6.12,25.87682261,45.96341933,38.53254678
938,Green Peas,40,35,55,6.14,28.7275267,89.12760359,58.52974279
939,Green Peas,40,35,55,6.16,30.02629908,67.88811637,66.47264636
940,Green Peas,40,35,55,6.18,21.91041045,65.21662467,36.10211371
941,Green Peas,40,35,55,5.98,18.90592319,89.24126808,112.4750941
942,Green Peas,40,35,55,5.96,28.00316034,78.90085998,94.68180316
943,Green Peas,40,35,55,5.94,27.32961444,49.30347234,93.53197359
944,Green Peas,40,35,55,5.92,29.12033769,82.79092939,68.8503047
945,Green Peas,40,35,55,5.9,26.90435747,86.25426228,59.75980023
946,Green Peas,40,35,55,5.88,28.05457761,94.81637388,21.84869328
947,Green Peas,40,35,55,5.86,22.81227579,92.12992101,109.3383552
948,Green Peas,40,35,55,5.84,13.20844373,94.02769434,106.2696156
949,Green Peas,40,35,55,5.82,26.83054058,90.75379971,144.6656444
950,Guava,50,50,50,5,24.45802087,82.74835604,182.5616319
951,Guava,50,50,50,5.02,23.50297882,61.32026065,64.77791424
952,Guava,50,50,50,5.04,18.54988627,16.02542689,76.32565249
953,Guava,50,50,50,5.06,23.18864385,22.3104551,63.38208822
954,Guava,50,50,50,5.08,33.50876355,45.70976142,126.6738117
955,Guava,50,50,50,5.1,25.36140526,46.82652785,55.60523179
956,Guava,50,50,50,5.12,27.10818093,87.4512669,55.03723979
957,Guava,50,50,50,5.14,28.84079155,63.37230676,70.25496749
958,Guava,50,50,50,5.16,27.61204997,69.29786244,42.72374404
959,Guava,50,50,50,5.18,24.692258,93.87030088,104.6735454
960,Guava,50,50,50,4.98,27.57278064,82.0638878,91.34276507
961,Guava,50,50,50,4.96,35.7877738,51.94190321,100.2160615
962,Guava,50,50,50,4.94,39.06555518,82.03812973,69.30772897
963,Guava,50,50,50,4.92,24.33528185,81.44030363,48.32113628
964,Guava,50,50,50,4.9,29.10968327,92.43510994,27.95602304
965,Guava,50,50,50,4.88,21.07273439,93.56585985,107.8737015
966,Guava,50,50,50,4.86,24.12188673,90.72351622,102.835632
967,Guava,50,50,50,4.84,36.32268069,93.06134398,141.1736926
968,Guava,50,50,50,4.82,28.27298134,96.93649473,198.8234862
969,Horse Gram(kulthi),20,60,20,6,23.79391957,80.41817957,206.2611855
970,Horse Gram(kulthi),20,60,20,6.02,25.19008683,60.2001687,72.12375573
971,Horse Gram(kulthi),20,60,20,6.04,19.46233971,15.22538951,74.58565097
972,Horse Gram(kulthi),20,60,20,6.06,18.4167001,23.42829938,132.9801054
973,Horse Gram(kulthi),20,60,20,6.08,30.33276599,42.35249879,149.299952
974,Horse Gram(kulthi),20,60,20,6.1,28.66024187,59.3189118,36.92629678
975,Horse Gram(kulthi),20,60,20,6.12,31.01963639,49.9767522,32.81296548
976,Horse Gram(kulthi),20,60,20,6.14,27.95639663,83.52706038,43.25726752
977,Horse Gram(kulthi),20,60,20,6.16,31.65531175,60.13263713,66.69096751
978,Horse Gram(kulthi),20,60,20,6.18,25.93381964,68.70533022,51.02372773
979,Horse Gram(kulthi),20,60,20,5.98,22.63045168,88.45577158,109.0357597
980,Horse Gram(kulthi),20,60,20,5.96,29.1400919,80.1190228,90.45142867
981,Horse Gram(kulthi),20,60,20,5.94,30.90225239,49.95955487,91.77522598
982,Horse Gram(kulthi),20,60,20,5.92,34.38922481,83.18392806,71.03001556
983,Horse Gram(kulthi),20,60,20,5.9,25.86475496,86.67468041,41.16554802
984,Horse Gram(kulthi),20,60,20,5.88,29.03167341,93.12603235,24.15591199
985,Horse Gram(kulthi),20,60,20,5.86,21.98141856,91.12719303,115.4789148
986,Horse Gram(kulthi),20,60,20,5.84,32.31944397,93.67804556,117.6236473
987,Horse Gram(kulthi),20,60,20,5.82,30.42012134,93.12659793,75.95295
988,Jackfruit,75,40,50,5,20.08369642,83.29114712,263.6372176
989,Jackfruit,75,40,50,5.02,18.52510753,69.0276233,88.10234397
990,Jackfruit,75,40,50,5.04,19.07937684,17.86754927,69.40619137
991,Jackfruit,75,40,50,5.06,18.15300153,19.38602098,107.6907964
992,Jackfruit,75,40,50,5.08,31.2192752,56.46868874,129.2028653
993,Jackfruit,75,40,50,5.1,31.96987867,57.17377029,64.25520357
994,Jackfruit,75,40,50,5.12,27.84026517,89.99615558,52.84626009
995,Jackfruit,75,40,50,5.14,33.39438752,62.93692886,63.57445989
996,Jackfruit,75,40,50,5.16,18.28072173,68.10365387,48.80253285
997,Jackfruit,75,40,50,5.18,24.94467632,94.25702672,103.8799347
998,Jackfruit,75,40,50,4.98,29.16093424,76.67484233,109.575944
999,Jackfruit,75,40,50,4.96,31.40948821,49.21729127,92.99739415
1000,Jackfruit,75,40,50,4.94,38.06099482,82.24729637,65.70148216
1001,Jackfruit,75,40,50,4.92,25.85483596,89.13163965,46.85176955
1002,Jackfruit,75,40,50,4.9,29.57240298,93.61870344,27.56918621
1003,Jackfruit,75,40,50,4.88,22.96388477,93.58065995,104.6472986
1004,Jackfruit,75,40,50,4.86,34.51465139,93.63812684,103.5684926
1005,Jackfruit,75,40,50,4.84,31.56213762,93.0484859,63.62250788
1006,Jackfruit,75,40,50,4.82,28.43647052,91.81320717,145.5414413
1007,Jaiphal(Nutmeg),20,20,60,5,26.04371967,84.96907151,186.7536773
1008,Jaiphal(Nutmeg),20,20,60,5.02,25.97482359,69.36385721,103.2234212
1009,Jaiphal(Nutmeg),20,20,60,5.04,20.8248451,17.85057083,79.20509212
1010,Jaiphal(Nutmeg),20,20,60,5.06,19.33162606,24.13995025,68.51253427
1011,Jaiphal(Nutmeg),20,20,60,5.08,31.08564994,66.68832981,175.9303271
1012,Jaiphal(Nutmeg),20,20,60,5.1,28.90245417,43.35365671,71.90018566
1013,Jaiphal(Nutmeg),20,20,60,5.12,27.10606808,89.89593328,37.45680611
1014,Jaiphal(Nutmeg),20,20,60,5.14,28.38686534,61.88871127,74.24459122
1015,Jaiphal(Nutmeg),20,20,60,5.16,24.87425505,64.00213929,48.28137482
1016,Jaiphal(Nutmeg),20,20,60,5.18,19.75088482,88.71691157,102.5538035
1017,Jaiphal(Nutmeg),20,20,60,4.98,27.71822477,76.57853189,102.2099836
1018,Jaiphal(Nutmeg),20,20,60,4.96,32.89300162,52.61323969,94.49161372
1019,Jaiphal(Nutmeg),20,20,60,4.94,41.18664903,81.01783402,68.68895899
1020,Jaiphal(Nutmeg),20,20,60,4.92,24.06731461,81.64075303,51.75212401
1021,Jaiphal(Nutmeg),20,20,60,4.9,27.84492803,91.60666594,26.47844429
1022,Jaiphal(Nutmeg),20,20,60,4.88,22.44516988,94.73763514,107.1843273
1023,Jaiphal(Nutmeg),20,20,60,4.86,20.18432263,90.65458473,116.8130969
1024,Jaiphal(Nutmeg),20,20,60,4.84,40.76998685,92.09278584,209.8678411
1025,Jaiphal(Nutmeg),20,20,60,4.82,27.14865285,96.66355213,149.2433497
1026,Jambun(Syzygium cumini),10,10,10,4.2,23.43121862,83.06310136,219.9048349
1027,Jambun(Syzygium cumini),10,10,10,4.22,20.03728219,56.35606753,109.024141
1028,Jambun(Syzygium cumini),10,10,10,4.24,19.37101121,15.77458129,85.24819851
1029,Jambun(Syzygium cumini),10,10,10,4.26,20.16080524,24.84207559,138.2362122
1030,Jambun(Syzygium cumini),10,10,10,4.28,18.39759147,36.82639309,93.12330644
1031,Jambun(Syzygium cumini),10,10,10,4.3,28.70012137,44.359648,44.11622138
1032,Jambun(Syzygium cumini),10,10,10,4.32,28.28511547,88.4393979,48.56690235
1033,Jambun(Syzygium cumini),10,10,10,4.34,25.09737391,67.72837887,74.61649888
1034,Jambun(Syzygium cumini),10,10,10,4.36,20.0467711,65.84395319,46.05333124
1035,Jambun(Syzygium cumini),10,10,10,4.38,18.41164435,91.11927248,105.1834976
1036,Jambun(Syzygium cumini),10,10,10,4.18,26.33544853,76.8532006,118.6858263
1037,Jambun(Syzygium cumini),10,10,10,4.16,35.39986338,49.45962621,97.41054011
1038,Jambun(Syzygium cumini),10,10,10,4.14,8.825674745,82.89753705,67.235765
1039,Jambun(Syzygium cumini),10,10,10,4.12,24.04355803,84.18406764,53.78929956
1040,Jambun(Syzygium cumini),10,10,10,4.1,27.76317235,90.35567642,25.21609113
1041,Jambun(Syzygium cumini),10,10,10,4.08,22.86006627,93.12859895,117.7296726
1042,Jambun(Syzygium cumini),10,10,10,4.06,13.36050601,91.35608208,111.2266885
1043,Jambun(Syzygium cumini),10,10,10,4.04,11.69894639,93.25638873,103.2005992
1044,Jambun(Syzygium cumini),10,10,10,4.02,38.58954491,91.58076549,102.2708231
1045,Jowar(Sorghum),80,40,40,5.5,21.77046169,80.31964408,226.6555374
1046,Jowar(Sorghum),80,40,40,5.52,26.54348085,84.67353597,183.6222657
1047,Jowar(Sorghum),80,40,40,5.54,18.92851916,72.80086137,82.34162918
1048,Jowar(Sorghum),80,40,40,5.56,19.96837462,15.57324389,69.15759062
1049,Jowar(Sorghum),80,40,40,5.58,19.30607278,23.96362799,129.3449326
1050,Jowar(Sorghum),80,40,40,5.6,22.99774444,60.24218572,159.689339
1051,Jowar(Sorghum),80,40,40,5.62,31.49398069,62.84916863,64.56807592
1052,Jowar(Sorghum),80,40,40,5.64,28.02952623,84.8845732,36.12042927
1053,Jowar(Sorghum),80,40,40,5.66,26.42333018,64.51136845,63.46546487
1054,Jowar(Sorghum),80,40,40,5.68,25.08966129,68.17543102,41.45486619
1055,Jowar(Sorghum),80,40,40,5.48,22.73031253,88.48567856,104.6843243
1056,Jowar(Sorghum),80,40,40,5.46,27.96799119,79.28625709,119.4765557
1057,Jowar(Sorghum),80,40,40,5.44,27.78912455,53.96886679,91.01152997
1058,Jowar(Sorghum),80,40,40,5.42,40.66012294,81.24995984,74.03030056
1059,Jowar(Sorghum),80,40,40,5.4,24.88910524,85.87059083,51.70699144
1060,Jowar(Sorghum),80,40,40,5.38,27.96872279,92.17444796,28.94766949
1061,Jowar(Sorghum),80,40,40,5.36,23.06204373,92.39544055,114.7399101
1062,Jowar(Sorghum),80,40,40,5.34,23.13338811,91.94670335,104.4224145
1063,Jowar(Sorghum),80,40,40,5.32,41.41968393,90.03863107,199.3096432
1064,Jute,80,40,40,5.5,22.69657794,82.81088865,256.9964761
1065,Jute,80,40,40,5.52,18.09300227,72.61024172,78.96159541
1066,Jute,80,40,40,5.54,20.19137759,16.41998269,77.33795356
1067,Jute,80,40,40,5.56,24.62835037,18.18325169,149.7441028
1068,Jute,80,40,40,5.58,19.04380471,33.10695144,155.3705624
1069,Jute,80,40,40,5.6,29.98835437,49.60384796,52.92929636
1070,Jute,80,40,40,5.62,27.62749466,86.49366929,39.26137642
1071,Jute,80,40,40,5.64,28.27265858,61.18956161,63.29900785
1072,Jute,80,40,40,5.66,18.06486101,65.1034354,51.54922825
1073,Jute,80,40,40,5.68,24.63228709,89.01574455,110.6956184
1074,Jute,80,40,40,5.48,29.22118628,81.08183635,108.8616474
1075,Jute,80,40,40,5.46,28.1218093,46.16888595,93.30247448
1076,Jute,80,40,40,5.44,19.3642553,83.36094029,67.15094741
1077,Jute,80,40,40,5.42,24.29105004,88.04541346,51.26046418
1078,Jute,80,40,40,5.4,27.79161808,92.51054946,26.85422624
1079,Jute,80,40,40,5.38,23.34467359,90.37981478,112.8954016
1080,Jute,80,40,40,5.36,13.8377282,91.74780462,107.9873218
1081,Jute,80,40,40,5.34,43.67549305,93.10887229,103.8235658
1082,Jute,80,40,40,5.32,28.83214859,92.17170353,145.4172387
1083,Kidney beans,20,60,20,5.5,26.80079604,80.88684822,284.4364567
1084,Kidney beans,20,60,20,5.52,24.92162194,66.78627406,109.2162279
1085,Kidney beans,20,60,20,5.54,20.6543203,16.60820843,74.6631118
1086,Kidney beans,20,60,20,5.56,16.43340342,24.24045875,140.3717815
1087,Kidney beans,20,60,20,5.58,36.51268371,57.92887167,122.6539694
1088,Kidney beans,20,60,20,5.6,29.65052947,42.89833235,186.9226052
1089,Kidney beans,20,60,20,5.62,28.69841277,61.14754363,65.67591794
1090,Kidney beans,20,60,20,5.64,29.36488409,89.1886954,48.30159325
1091,Kidney beans,20,60,20,5.66,33.49077065,62.73317204,65.45328463
1092,Kidney beans,20,60,20,5.68,21.79792649,63.73086065,46.62370222
1093,Kidney beans,20,60,20,5.48,23.50128217,92.97527546,106.61905
1094,Kidney beans,20,60,20,5.46,28.22776705,80.6430384,98.00403016
1095,Kidney beans,20,60,20,5.44,31.09154239,47.02058367,91.46664318
1096,Kidney beans,20,60,20,5.42,21.77466746,80.54942557,69.39630398
1097,Kidney beans,20,60,20,5.4,26.26028739,86.14585891,58.97878791
1098,Kidney beans,20,60,20,5.38,29.78714005,94.65343534,27.8659442
1099,Kidney beans,20,60,20,5.36,23.87192332,90.49939035,103.0548094
1100,Kidney beans,20,60,20,5.34,30.84835031,92.86773675,107.4142681
1101,Kidney beans,20,60,20,5.32,42.93368602,91.1756748,246.3613268
1102,Lady Finger,80,10,40,6.5,21.01944696,82.95221726,298.4018471
1103,Lady Finger,80,10,40,6.52,25.77175115,74.089114,107.4931917
1104,Lady Finger,80,10,40,6.54,19.69141713,19.44225438,91.76071648
1105,Lady Finger,80,10,40,6.56,18.50692825,23.61670065,87.0513289
1106,Lady Finger,80,10,40,6.58,28.23416057,49.4421345,186.5008581
1107,Lady Finger,80,10,40,6.6,25.16125354,55.25435777,40.89732789
1108,Lady Finger,80,10,40,6.62,29.21780035,87.93724219,43.1386631
1109,Lady Finger,80,10,40,6.64,27.81326852,62.50460464,69.75555541
1110,Lady Finger,80,10,40,6.66,21.35499456,62.60136323,41.78219834
1111,Lady Finger,80,10,40,6.68,24.77464458,85.63608688,105.7595811
1112,Lady Finger,80,10,40,6.48,26.28845991,83.390039,113.8729798
1113,Lady Finger,80,10,40,6.46,34.17719782,50.62161586,98.00687989
1114,Lady Finger,80,10,40,6.44,32.44577836,83.88504863,68.73932528
1115,Lady Finger,80,10,40,6.42,9.949929082,82.55138983,66.00817551
